Year,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons)
1994,Kerala,Thiruvananthapuram,17.34,30.22,0,0,0,0
1995,Kerala,Thiruvananthapuram,16.99,31.83,0,0,0,0
1996,Kerala,Thiruvananthapuram,13.96,24.88,0,0,0,0
1997,Kerala,Thiruvananthapuram,11.37,19.61,0,0,0,0
1998,Kerala,Thiruvananthapuram,9.6,17.69,0,0,0,0
1999,Kerala,Thiruvananthapuram,7.97,17.55,0,0,0,0
2000,Kerala,Thiruvananthapuram,7,14.47,0,0,0,0
2001,Kerala,Thiruvananthapuram,6.81,14.69,0,0,0,0
2002,Kerala,Thiruvananthapuram,6.42,14.12,0,0,0,0
2003,Kerala,Thiruvananthapuram,5.37,11.28,0,0,0,0
2004,Kerala,Thiruvananthapuram,5.2,12.36,0,0,0,0
2005,Kerala,Thiruvananthapuram,4.71,11.03,0,0,0,0
2006,Kerala,Thiruvananthapuram,3.85,10.08,0,0,0,0
2007,Kerala,Thiruvananthapuram,2.87,7.18,0,0,0,0
2008,Kerala,Thiruvananthapuram,3,7.27,0,0,0.05,0
2009,Kerala,Thiruvananthapuram,2.94,7.56,0,0,0.05,0
2010,Kerala,Thiruvananthapuram,2.92,6.92,0,0,0.06,0
2011,Kerala,Thiruvananthapuram,2.4,6.14,0,0,0.05,0
2012,Kerala,Thiruvananthapuram,1.82,4.1,0,0,0,0
2013,Kerala,Thiruvananthapuram,2,5.33,0,0,0,0
2014,Kerala,Thiruvananthapuram,2.09,5.56,0,0,0,0
2015,Kerala,Thiruvananthapuram,2.12,5.45,0,0,0,0
2016,Kerala,Thiruvananthapuram,1.39,3.07,0,0,0,0
2017,Kerala,Thiruvananthapuram,1.74,4.55,0,0,0,0
1966,Orissa,Balasore,415.8,374.66,0.09,0.05,1.3,8.53
1967,Orissa,Balasore,395.44,245.38,0.13,0.12,1.16,7.6
1968,Orissa,Balasore,391.32,330.41,0.2,0.22,0.85,3.35
1969,Orissa,Balasore,404.22,330.2,0.2,0.23,0.97,3.07
1970,Orissa,Balasore,409,389,0.26,0.34,0.66,3.31
1971,Orissa,Balasore,464,214,1.05,1.99,1.35,9.42
1972,Orissa,Balasore,395.2,335.16,2.62,5.67,1.23,6.34
1973,Orissa,Balasore,429.07,313.32,3.73,6.81,2.76,24.45
1974,Orissa,Balasore,396.03,287.11,3.76,5.64,1.94,16.22
1975,Orissa,Balasore,418.7,325.26,3.73,7.33,2.5,19.75
1976,Orissa,Balasore,400.61,307.96,4.22,8.51,2.15,15.17
1977,Orissa,Balasore,400.62,383.86,3.6,7.51,1.95,12.57
1978,Orissa,Balasore,396.55,383.91,5.79,12.02,2.03,15.47
1979,Orissa,Balasore,399.4,359.92,4.56,10.09,2.74,18.44
1980,Orissa,Balasore,392.69,432.85,5.27,12.32,2.93,20.4
1981,Orissa,Balasore,397.39,330.02,5.42,11.22,3.16,22.3
1982,Orissa,Balasore,194.01,260.87,5.42,9.5,2.87,18.34
1983,Orissa,Balasore,417.24,409.32,3.76,7.3,2.41,20.58
1984,Orissa,Balasore,413.65,379.93,4.02,7.75,2.68,19.9
1985,Orissa,Balasore,416.39,391.08,4.45,8.5,2.3,14.7
1986,Orissa,Balasore,413.7,430.2,4.17,7.74,1.93,16.4
1987,Orissa,Balasore,384.49,321.68,5.2,9.7,1.93,16.4
1988,Orissa,Balasore,409.02,544.45,5.24,8.86,2.4,15.84
1989,Orissa,Balasore,417.69,563.88,4.83,9.66,2.3,14.1
1990,Orissa,Balasore,429.63,379.78,3.95,4.39,2.3,15.1
1991,Orissa,Balasore,432.16,606.93,4.3,7.81,2.33,16.38
1992,Orissa,Balasore,424.6,577.62,3.77,7.16,2.08,14.56
1993,Orissa,Balasore,444.33,642.82,2.23,3.42,1.78,12.67
1994,Orissa,Balasore,447.28,640.49,2.06,3.66,1.8,13.14
1995,Orissa,Balasore,436.61,607.57,1.63,3.16,3.4,24.78
1996,Orissa,Balasore,436.65,447.45,1.22,1.81,3.4,24.73
1997,Orissa,Balasore,434.43,703.14,1.56,2.16,1.55,11.39
1998,Orissa,Balasore,420.53,448.43,1.45,1.67,1.18,7.58
1999,Orissa,Balasore,447.62,396.17,1.76,1.93,0.92,5.77
2000,Orissa,Balasore,417.55,635.67,1.47,1.64,0.67,4.16
2001,Orissa,Balasore,402.49,733.32,1.06,2.15,0.8,6
2002,Orissa,Balasore,374.5,401.18,0.89,1.86,0.52,4.23
2003,Orissa,Balasore,406.18,676.28,0.94,1.12,0.56,4.33
2004,Orissa,Balasore,418.51,781.56,0.71,0.9,0.67,5.17
2005,Orissa,Balasore,424.33,721.74,0.73,0.99,0.89,6.52
2006,Orissa,Balasore,421.8,666.71,0.91,1.26,1,7.25
2007,Orissa,Balasore,417.92,706.65,1.75,2.55,0.79,5.66
2008,Orissa,Balasore,424.95,696.03,1.84,2.67,0.96,6.93
2009,Orissa,Balasore,413.34,715.25,1.81,2.35,0.94,7
2010,Orissa,Balasore,397.78,737.06,0.95,1.27,1.26,8.22
2011,Orissa,Balasore,409.65,796.09,0.87,1.38,0.9,5.84
2012,Orissa,Balasore,374.12,719.82,0.67,1.19,0.7,4.72
2013,Orissa,Balasore,394.7,529.28,0.56,1.01,0,0
2014,Orissa,Balasore,382.85,734.41,0.43,0.77,0.62,4.31
2015,Orissa,Balasore,383.52,783.5,0.18,0.33,0,0
2016,Orissa,Balasore,377.78,1101.66,0.09,0.17,0.26,1.76
2017,Orissa,Balasore,370.15,800.97,0.2,0.38,0.53,4.07
1966,Orissa,Bolangir,288.19,220.44,2.04,1.53,1.73,8.57
1967,Orissa,Bolangir,311.24,307.01,2.15,1.93,4.32,21.38
1968,Orissa,Bolangir,297.34,295.32,1.96,1.62,2.85,14.33
1969,Orissa,Bolangir,307.14,295.13,1.95,1.72,3.43,17.23
1970,Orissa,Bolangir,300,260,1.57,1.42,2.03,10.21
1971,Orissa,Bolangir,296,242,1.57,1.41,2.8,10.44
1972,Orissa,Bolangir,295.3,232.71,3.83,7.05,2.3,11.96
1973,Orissa,Bolangir,316.13,291.32,8.21,9.58,2.52,14.44
1974,Orissa,Bolangir,281.04,160.36,7.07,10.53,4.01,25.44
1975,Orissa,Bolangir,286.31,263.23,8.21,13.45,4.2,26.1
1976,Orissa,Bolangir,281.62,203.71,7.26,13.14,5.58,35.72
1977,Orissa,Bolangir,284.7,277.94,7.55,12.75,4.15,24.37
1978,Orissa,Bolangir,294.24,257.16,6.62,10.11,4.67,24.11
1979,Orissa,Bolangir,277.03,139.74,7.21,10.4,4.2,22.63
1980,Orissa,Bolangir,296.45,310.29,6.91,10.62,4.3,25
1981,Orissa,Bolangir,311.03,275.72,8.16,13.18,4.88,28.4
1982,Orissa,Bolangir,290.99,225.66,9.21,15.01,4.48,31.46
1983,Orissa,Bolangir,305.25,316.87,8.64,16.06,3.91,34.71
1984,Orissa,Bolangir,300.9,254.68,9.1,15.77,5.93,43
1985,Orissa,Bolangir,314.02,376.46,8.27,15.79,6.5,41.6
1986,Orissa,Bolangir,319.03,379.48,7.46,10.38,4.36,30.5
1987,Orissa,Bolangir,298.62,248.79,6.7,9.2,4.36,30.5
1988,Orissa,Bolangir,305.99,376.15,6.72,10.04,4.6,32.66
1989,Orissa,Bolangir,314.28,473.13,6.36,9.44,5.1,36.35
1990,Orissa,Bolangir,324.1,476.13,5.49,8.02,5.2,38
1991,Orissa,Bolangir,329.96,487.28,4.76,7.22,5.07,32.88
1992,Orissa,Bolangir,320.07,341.94,4.35,6.55,4.78,31.04
1993,Orissa,Bolangir,329.16,467.04,3.39,5.27,5.1,33.3
1994,Orissa,Bolangir,327.66,502.5,4.55,7.11,5.97,38
1995,Orissa,Bolangir,326.59,501.17,4.38,6.36,5.91,37.83
1996,Orissa,Bolangir,321.32,266,2.69,3.13,5.86,34.96
1997,Orissa,Bolangir,336.36,483.5,3.28,4.6,6.29,44.91
1998,Orissa,Bolangir,320.4,317.9,2.77,2.86,6.99,49.79
1999,Orissa,Bolangir,331.49,492.24,1.99,2.21,3.48,25.49
2000,Orissa,Bolangir,318.18,211.5,1.51,1.81,4.27,27.41
2001,Orissa,Bolangir,324.35,536.93,2.13,2.45,2.29,12.7
2002,Orissa,Bolangir,332.24,188.31,1.85,2.35,0.76,4.05
2003,Orissa,Bolangir,341.96,491.74,1.98,2.89,1.13,7.4
2004,Orissa,Bolangir,349.87,455.93,1.87,2.63,1.38,10.93
2005,Orissa,Bolangir,348.16,561.45,1.95,3.12,2.3,17.68
2006,Orissa,Bolangir,347.72,599.67,1.99,3.18,2.35,18.11
2007,Orissa,Bolangir,342.2,649.89,2.59,4.16,2.14,16.49
2008,Orissa,Bolangir,340.48,558.41,2.88,4.68,2.55,19.59
2009,Orissa,Bolangir,348.35,642.93,2.7,4.47,2.31,18.68
2010,Orissa,Bolangir,340.57,717.03,2.3,3.72,3.07,22.56
2011,Orissa,Bolangir,306.31,364.9,1.7,2.87,3.09,21.83
2012,Orissa,Bolangir,330.84,1193.17,1.14,2.11,3.33,21.37
2013,Orissa,Bolangir,340.9,1071.26,0.8,1.44,0,0
2014,Orissa,Bolangir,334.45,1073.18,0.66,1.19,2.14,15.7
2015,Orissa,Bolangir,323.73,511.39,0.29,0.53,0,0
2016,Orissa,Bolangir,332.24,883.22,0.24,0.4,0.95,6.89
2017,Orissa,Bolangir,284.7,424.44,0.2,0.35,1.52,11.7
1966,Orissa,Cuttack,626.93,681.8,2.59,2.88,5.57,30.75
1967,Orissa,Cuttack,615.22,620.02,1.88,1.73,6.78,37.44
1968,Orissa,Cuttack,582.88,567.72,1.71,1.46,5.31,47.81
1969,Orissa,Cuttack,602.1,567.36,1.69,1.55,5.25,38.7
1970,Orissa,Cuttack,583,470,1.36,1.29,4.83,32.47
1971,Orissa,Cuttack,602,309,2.46,4.25,4.6,29.99
1972,Orissa,Cuttack,660.26,633.93,6.28,10.2,4.73,36.24
1973,Orissa,Cuttack,627.98,547.58,7.17,8.39,5.77,29.52
1974,Orissa,Cuttack,616.73,570.77,6.31,9.28,6.77,40.16
1975,Orissa,Cuttack,674.94,655.84,7.17,13.27,5.9,38.35
1976,Orissa,Cuttack,621.6,554.4,9.6,18.61,5.72,36.51
1977,Orissa,Cuttack,624.03,704.09,8.86,17.14,6,35.41
1978,Orissa,Cuttack,589.86,667.72,7.8,17.22,6.04,36.76
1979,Orissa,Cuttack,521.36,483.03,9.74,17.54,6.08,41.2
1980,Orissa,Cuttack,567.29,620.02,9.67,21.07,6.43,45.4
1981,Orissa,Cuttack,549.85,546.93,9.31,19.66,6.9,50.1
1982,Orissa,Cuttack,475.16,292.59,8.71,17.16,5.4,24.04
1983,Orissa,Cuttack,540.04,653.88,4.86,10.74,4.73,31.9
1984,Orissa,Cuttack,532.71,570.54,5.79,12.12,4.97,32.4
1985,Orissa,Cuttack,535.52,625.22,5.7,10.89,4,25.6
1986,Orissa,Cuttack,566.72,670.2,4.71,9.01,4.03,32.2
1987,Orissa,Cuttack,536.33,585.61,4.8,8.8,4.03,32.2
1988,Orissa,Cuttack,538.86,761.61,4.31,7.88,4.7,33.84
1989,Orissa,Cuttack,558.2,946.05,4.08,8,4.6,32.9
1990,Orissa,Cuttack,557.95,639.05,3.9,8.06,5,36
1991,Orissa,Cuttack,598.1,849.33,3.69,7.42,4.97,34.21
1992,Orissa,Cuttack,573.77,733.53,2.65,5.28,3.7,23.15
1993,Orissa,Cuttack,593.65,946.89,1.65,3.11,5.13,36.5
1994,Orissa,Cuttack,514.03,707.42,1.48,2.66,6.07,37.94
1995,Orissa,Cuttack,572.11,811.68,1.51,2.56,8.95,57.82
1996,Orissa,Cuttack,570.94,595.76,1.19,1.53,10.03,69.1
1997,Orissa,Cuttack,579.72,725.35,1.17,1.79,7.04,51.55
1998,Orissa,Cuttack,568.76,818.51,1.26,2.35,7.26,50.3
1999,Orissa,Cuttack,586.41,335.45,2.95,3.96,5.07,18.4
2000,Orissa,Cuttack,528.38,564.24,1.65,2.1,3.87,26.03
2001,Orissa,Cuttack,478.8,764.1,2.02,2.37,5.29,31.91
2002,Orissa,Cuttack,498.63,493.58,1.08,1.32,4.85,22.65
2003,Orissa,Cuttack,507.63,627.04,1.42,2.17,5.04,27.1
2004,Orissa,Cuttack,520.84,842.15,1.5,2.06,8.07,47.95
2005,Orissa,Cuttack,521.6,958.1,1.41,2.14,5.16,31.33
2006,Orissa,Cuttack,498.99,680.63,1.27,1.96,5.32,31.95
2007,Orissa,Cuttack,515.08,819.25,1.36,2.13,4.68,27.75
2008,Orissa,Cuttack,506.07,781.47,1.47,2.44,4.95,32.3
2009,Orissa,Cuttack,510.24,964.19,1.42,2.26,4.84,30.93
2010,Orissa,Cuttack,484.39,733.51,0.97,1.58,5.55,33.55
2011,Orissa,Cuttack,476.08,805.35,1.06,1.47,5.53,34.42
2012,Orissa,Cuttack,468.8,1076.68,0.86,1.45,6.33,38.62
2013,Orissa,Cuttack,462.49,630.32,0.83,1.41,0,0
2014,Orissa,Cuttack,461.62,910.11,0.68,1.17,6.5,46.42
2015,Orissa,Cuttack,431.39,806.7,0.33,0.58,0,0
2016,Orissa,Cuttack,437.4,1254.27,0.18,0.31,5.29,37.29
2017,Orissa,Cuttack,417.2,708.65,0.44,0.82,6.06,43.74
1966,Orissa,Dhenkanal,267.64,185.14,0.27,0.16,2.83,8.68
1967,Orissa,Dhenkanal,280.57,201.27,0.18,0.13,1.92,5.87
1968,Orissa,Dhenkanal,298.48,267.33,0.21,0.22,2.78,17.63
1969,Orissa,Dhenkanal,308.31,267.16,0.21,0.23,2.43,16.25
1970,Orissa,Dhenkanal,333,312,0.22,0.32,2.06,10.81
1971,Orissa,Dhenkanal,315,225,1.04,1.97,2.31,18.55
1972,Orissa,Dhenkanal,314.6,294.27,4.89,10.86,2.11,20.39
1973,Orissa,Dhenkanal,329.23,279.99,6.22,5.56,2.71,24.71
1974,Orissa,Dhenkanal,343.63,205.94,4.44,0.88,3.32,27.25
1975,Orissa,Dhenkanal,347.5,305.76,6.22,12.43,4,28.4
1976,Orissa,Dhenkanal,296.79,127.84,3.74,7.48,2.71,20.22
1977,Orissa,Dhenkanal,295.18,255.43,5.21,10.42,3.28,22.84
1978,Orissa,Dhenkanal,264.37,278.05,3.43,6.86,3.67,27.65
1979,Orissa,Dhenkanal,261.06,115.42,1.96,3.38,3.71,28.96
1980,Orissa,Dhenkanal,233.42,233.03,3.83,7.66,3.6,25.2
1981,Orissa,Dhenkanal,230.79,231.05,4.07,8.19,3.57,25.7
1982,Orissa,Dhenkanal,219.34,134,4.22,8.27,2.71,25.84
1983,Orissa,Dhenkanal,253.72,356.61,3.18,7.03,3.46,28.94
1984,Orissa,Dhenkanal,243.83,217.77,2.14,4.64,5.11,36.2
1985,Orissa,Dhenkanal,257.06,228.57,2.97,5.68,5.5,35.2
1986,Orissa,Dhenkanal,244.6,242.63,2.56,5.13,2.86,18.6
1987,Orissa,Dhenkanal,221.7,144.32,2.3,4.5,2.86,18.6
1988,Orissa,Dhenkanal,246.42,311.6,2.39,4.3,4.5,31.95
1989,Orissa,Dhenkanal,236.81,316.34,2.56,5.12,4.5,34
1990,Orissa,Dhenkanal,239.84,250.75,2.28,4.56,4.5,35
1991,Orissa,Dhenkanal,235.13,352.32,2.2,4.4,7.59,56.93
1992,Orissa,Dhenkanal,231.89,261.01,1.65,3.26,2.46,18.67
1993,Orissa,Dhenkanal,239.18,331.92,1.43,2.72,2.78,20.09
1994,Orissa,Dhenkanal,236.98,334.66,1.49,2.36,2.9,20.81
1995,Orissa,Dhenkanal,250.01,301.45,1.43,2.15,3.21,23.1
1996,Orissa,Dhenkanal,236.17,183.14,1.1,1.64,3.59,28.03
1997,Orissa,Dhenkanal,238.58,331.78,1.42,1.74,2.5,17.6
1998,Orissa,Dhenkanal,224.87,258.8,1.75,2.31,2.51,17.57
1999,Orissa,Dhenkanal,240.5,255.89,1.38,1.74,2.7,15.12
2000,Orissa,Dhenkanal,237.75,119.7,1.07,1.35,1.26,8.39
2001,Orissa,Dhenkanal,237.83,416.75,1.06,2.17,1.22,6.85
2002,Orissa,Dhenkanal,218.35,96.16,1.05,1.63,1.94,10.91
2003,Orissa,Dhenkanal,225.16,375.68,1.25,1.92,2.18,12.78
2004,Orissa,Dhenkanal,240.01,316.64,0.72,1.1,1.63,10.71
2005,Orissa,Dhenkanal,236.04,407.34,0.48,0.78,1.97,12.56
2006,Orissa,Dhenkanal,226.45,318.88,0.45,0.75,1.69,10.8
2007,Orissa,Dhenkanal,222.08,313.26,0.47,0.79,1.44,9.21
2008,Orissa,Dhenkanal,210.97,319.43,0.49,0.82,1.09,7.07
2009,Orissa,Dhenkanal,214.47,276.38,0.52,0.88,0.99,6.69
2010,Orissa,Dhenkanal,176.24,178,0.47,0.85,0.98,6.44
2011,Orissa,Dhenkanal,172.26,274.2,0.52,0.96,1.11,7.7
2012,Orissa,Dhenkanal,167.9,402.23,0.42,0.72,1.03,7.33
2013,Orissa,Dhenkanal,171.29,398.64,0.47,0.8,0,0
2014,Orissa,Dhenkanal,188.9,550.87,0.24,0.41,1.2,8.56
2015,Orissa,Dhenkanal,165.51,199.94,0.17,0.3,0,0
2016,Orissa,Dhenkanal,154.21,399.75,0.06,0.11,0.74,5.29
2017,Orissa,Dhenkanal,154.31,211.31,0.05,0.09,1.42,5.55
1966,Orissa,Ganjam,334.65,307.78,0.93,0.5,3.25,21.77
1967,Orissa,Ganjam,354.8,326.31,0.19,0.21,2.02,13.53
1968,Orissa,Ganjam,351.12,365.27,0.19,0.19,3.09,13.38
1969,Orissa,Ganjam,362.7,365.04,0.19,0.21,4.05,23.3
1970,Orissa,Ganjam,367,375,0.18,0.19,2.43,17.36
1971,Orissa,Ganjam,329,363,0.11,0.15,2.43,16.53
1972,Orissa,Ganjam,341.98,291.44,0.8,1.02,2.75,12.92
1973,Orissa,Ganjam,369.77,436.72,0.89,0.81,3.08,15.6
1974,Orissa,Ganjam,363.35,282.88,0.95,1.37,3.63,21.77
1975,Orissa,Ganjam,357.11,414.96,0.89,1.25,4.4,30.8
1976,Orissa,Ganjam,334.54,264.72,0.63,0.78,4.4,30.8
1977,Orissa,Ganjam,334.24,237.34,1.06,1.37,4.72,31.75
1978,Orissa,Ganjam,324.07,420.56,0.78,0.9,4.35,36.46
1979,Orissa,Ganjam,291.9,318.52,0.69,1.47,4.97,36.73
1980,Orissa,Ganjam,316.46,401.77,0.7,2.18,5.45,41.3
1981,Orissa,Ganjam,302.38,308.61,0.54,1.39,6.11,45.3
1982,Orissa,Ganjam,303.39,309.86,0.37,0.52,10.16,63.96
1983,Orissa,Ganjam,327.92,538.85,0.4,0.96,4.06,25.3
1984,Orissa,Ganjam,322.54,287.48,0.46,0.93,5.73,35.9
1985,Orissa,Ganjam,320.56,541.63,0.42,0.8,6,38.4
1986,Orissa,Ganjam,308.21,471.46,0.46,0.9,6.22,52.9
1987,Orissa,Ganjam,212.11,180.88,0.6,1,6.22,52.9
1988,Orissa,Ganjam,313.9,582.3,0.46,0.68,7.9,56.88
1989,Orissa,Ganjam,336.46,750.76,0.38,0.57,8,60.6
1990,Orissa,Ganjam,316.16,484.74,0.49,0.98,8.2,63.5
1991,Orissa,Ganjam,312.46,710.81,0.37,0.62,8.85,61.95
1992,Orissa,Ganjam,319.07,639.26,0.19,0.81,8.12,57.21
1993,Orissa,Ganjam,329.55,643.08,0.08,0.13,4.62,34.66
1994,Orissa,Ganjam,334.79,630.92,0.08,0.15,4.75,37.15
1995,Orissa,Ganjam,324.33,495.68,0.07,0.13,4.27,33.36
1996,Orissa,Ganjam,294.79,266.08,0.08,0.13,4.16,27.64
1997,Orissa,Ganjam,308.7,456.93,0.07,0.13,3.37,23.41
1998,Orissa,Ganjam,312.03,545.17,0.13,0.25,3.82,26.99
1999,Orissa,Ganjam,306.37,262.69,0.19,0.37,3.75,20.95
2000,Orissa,Ganjam,313.56,400.15,0.06,0.11,2.92,20.7
2001,Orissa,Ganjam,330.96,705.15,0.2,0.37,4.53,33.61
2002,Orissa,Ganjam,287.23,254.2,0.09,0.17,2.52,17.73
2003,Orissa,Ganjam,329.64,506.55,0.15,0.26,3.47,27.67
2004,Orissa,Ganjam,295.64,446.44,0.15,0.28,3.15,24.76
2005,Orissa,Ganjam,281.19,392.26,0.12,0.23,4.19,32.73
2006,Orissa,Ganjam,313.5,648.93,0.1,0.17,3.8,29.62
2007,Orissa,Ganjam,312.21,696.05,0.1,0.18,3.51,27.34
2008,Orissa,Ganjam,311.94,518.16,0.11,0.19,3.09,23.66
2009,Orissa,Ganjam,311.55,620.4,0.2,0.38,3.44,25.85
2010,Orissa,Ganjam,312.26,514.88,0.15,0.28,3.61,25.3
2011,Orissa,Ganjam,298.38,193.29,0.04,0.07,2.58,19.07
2012,Orissa,Ganjam,289.29,525.84,0.1,0.17,3.47,22.63
2013,Orissa,Ganjam,289.88,126.18,0.1,0.17,0,0
2014,Orissa,Ganjam,301.93,772.5,0.06,0.1,2.99,21.76
2015,Orissa,Ganjam,279.06,501.53,0.01,0.02,0,0
2016,Orissa,Ganjam,285.92,799.75,0.02,0.03,2.67,19.46
2017,Orissa,Ganjam,243.24,402.84,0.09,0.17,2.1,16.35
1966,Orissa,Kalahandi,273.34,163.75,1.44,1.2,2.89,5.36
1967,Orissa,Kalahandi,279.69,211.76,1.31,1.12,3.39,6.3
1968,Orissa,Kalahandi,282,247.79,1.35,1.08,3.15,16.26
1969,Orissa,Kalahandi,291.29,247.64,1.34,1.15,3.24,14.16
1970,Orissa,Kalahandi,300,264,1.25,1.12,2.28,13.15
1971,Orissa,Kalahandi,307,257,1.12,1.2,3.69,25.55
1972,Orissa,Kalahandi,262.2,198.23,3.44,5.16,3.27,33.84
1973,Orissa,Kalahandi,272.5,216.64,3.65,4.18,4.87,35.97
1974,Orissa,Kalahandi,254.7,98.29,1.98,2.19,5.18,36.26
1975,Orissa,Kalahandi,292.92,242.71,3.65,5.33,4.6,32.76
1976,Orissa,Kalahandi,259.8,169.56,3.2,4.1,4.6,32.04
1977,Orissa,Kalahandi,256.19,227.99,6.08,7.57,4.2,25.3
1978,Orissa,Kalahandi,278.25,233.59,8.17,8.73,4.35,24.43
1979,Orissa,Kalahandi,271.6,109.89,6.85,5.2,4.54,24.14
1980,Orissa,Kalahandi,267.24,225.06,7.12,9.9,5,27.4
1981,Orissa,Kalahandi,279.45,225.14,5.72,8.28,3.86,20.2
1982,Orissa,Kalahandi,290.22,204.97,4.17,6.21,3.86,10.33
1983,Orissa,Kalahandi,302.63,253.25,3.51,5.97,3.86,15.39
1984,Orissa,Kalahandi,320.33,247.3,4.24,8.83,4.76,24.9
1985,Orissa,Kalahandi,308.77,307.97,3.7,7.08,4.5,28.8
1986,Orissa,Kalahandi,317.84,194.05,1.44,2.3,2.02,14.1
1987,Orissa,Kalahandi,295.42,171.44,1.4,2.1,2.02,14.1
1988,Orissa,Kalahandi,284,199.03,0.91,1.64,2.5,16.5
1989,Orissa,Kalahandi,319.79,297.86,1.22,2.2,3.35,20.95
1990,Orissa,Kalahandi,317.93,300.42,0.72,1.08,3.6,24.2
1991,Orissa,Kalahandi,323.3,340.38,1.11,1.87,5.16,33.54
1992,Orissa,Kalahandi,322.77,257.59,0.78,1.1,5.13,23.19
1993,Orissa,Kalahandi,317.8,333.71,0.84,1.06,4,25.31
1994,Orissa,Kalahandi,331.92,362.89,1.44,1.49,4.66,35.1
1995,Orissa,Kalahandi,327.74,357.91,1.6,2.16,3.67,28.11
1996,Orissa,Kalahandi,332.08,240.53,1.16,1.01,4.45,28.86
1997,Orissa,Kalahandi,335.7,417.13,1.43,1.34,3.69,25.73
1998,Orissa,Kalahandi,331.57,250.75,1.42,1.27,4.03,7.57
1999,Orissa,Kalahandi,325.85,380.1,1.59,1.37,2.9,22.74
2000,Orissa,Kalahandi,371.39,373.83,1.2,0.76,2.82,21.48
2001,Orissa,Kalahandi,372.4,499.78,1.83,1.74,2.18,16.6
2002,Orissa,Kalahandi,349.94,133.4,0.94,1.03,1.27,12.13
2003,Orissa,Kalahandi,380.48,492.13,1.6,1.82,1.3,10.76
2004,Orissa,Kalahandi,372.84,381.6,1.58,1.86,1.41,11.87
2005,Orissa,Kalahandi,395.23,416.15,2.29,2.85,1.44,9.78
2006,Orissa,Kalahandi,371.38,414.19,2.29,2.91,1.44,9.89
2007,Orissa,Kalahandi,382.34,563.16,2.2,3.17,1.58,10.84
2008,Orissa,Kalahandi,373.8,500.73,2.29,3.31,1.41,9.51
2009,Orissa,Kalahandi,380.23,551.81,2.99,4.54,1.65,14.63
2010,Orissa,Kalahandi,380.47,839.62,2.72,3.99,1.73,12.41
2011,Orissa,Kalahandi,313.1,285.25,1.22,1.71,1.86,13.36
2012,Orissa,Kalahandi,355.5,861.05,2.77,4.69,1.89,12.83
2013,Orissa,Kalahandi,353.28,830.89,2.78,4.96,0,0
2014,Orissa,Kalahandi,328.61,746.19,1.8,3.25,2.25,15.8
2015,Orissa,Kalahandi,291.63,300.97,0.23,0.41,0,0
2016,Orissa,Kalahandi,318.39,667.81,0.07,0.13,1.45,10.61
2017,Orissa,Kalahandi,288.76,489.55,0.06,0.1,1.32,10.37
1966,Orissa,Keonjhar,185.07,182.11,0.54,0.41,0.66,2.01
1967,Orissa,Keonjhar,206.27,161.22,0.36,0.34,0.38,1.14
1968,Orissa,Keonjhar,198.61,173.55,0.38,0.39,0.25,1.49
1969,Orissa,Keonjhar,205.15,173.44,0.37,0.41,0.36,2.18
1970,Orissa,Keonjhar,202,172,0.35,0.46,0.2,1.98
1971,Orissa,Keonjhar,193,132,0.72,0.94,0.63,3.27
1972,Orissa,Keonjhar,185.83,152.04,1.65,1.9,0.38,5.23
1973,Orissa,Keonjhar,235.55,230.67,1.73,1.6,0.73,4.03
1974,Orissa,Keonjhar,215.83,171.03,2.02,2.02,0.9,6.3
1975,Orissa,Keonjhar,226.26,209.34,1.73,2.59,0.6,4.2
1976,Orissa,Keonjhar,205.4,141.33,1.32,1.32,0.6,4.2
1977,Orissa,Keonjhar,218.69,203.61,1.76,1.76,0.55,3.85
1978,Orissa,Keonjhar,222.32,189.35,1.77,2.65,0.65,4.25
1979,Orissa,Keonjhar,205.33,118.16,1.75,1.4,0.64,4.04
1980,Orissa,Keonjhar,195.45,163.63,1.99,1.99,0.62,3.9
1981,Orissa,Keonjhar,205.4,170.49,2.41,4.58,0.81,5.1
1982,Orissa,Keonjhar,209.31,111.5,2.77,6.91,1.69,16.85
1983,Orissa,Keonjhar,223.16,237.97,1.77,4.42,1.09,6.47
1984,Orissa,Keonjhar,205.54,158.62,2.2,5.26,1.19,7.3
1985,Orissa,Keonjhar,218.84,200.33,2.29,4.37,1,6.4
1986,Orissa,Keonjhar,216.78,190.25,2.01,4.71,0.57,3.7
1987,Orissa,Keonjhar,206.6,112.06,2.1,4.9,0.57,3.7
1988,Orissa,Keonjhar,218.72,217.63,1.91,3.93,0.9,5.4
1989,Orissa,Keonjhar,202.11,224.16,1.66,3.08,0.9,5.65
1990,Orissa,Keonjhar,216.32,217.08,1.42,2.15,1.2,7.2
1991,Orissa,Keonjhar,208.28,239.79,1.6,2.56,0.99,6.44
1992,Orissa,Keonjhar,215.8,190.08,1.34,1.98,0.86,5.01
1993,Orissa,Keonjhar,219.18,257.85,0.93,1.47,0.16,1.04
1994,Orissa,Keonjhar,206.39,232.12,1.89,3.74,0.68,3.82
1995,Orissa,Keonjhar,218.98,245.58,1.68,3.34,0.42,2.36
1996,Orissa,Keonjhar,207.42,144.49,1.28,2.38,0.78,4.37
